BillURL,SessionYr,BillName,StageName,StageDate,StageLink
http://services.parliament.uk//bills/2010-12/leedscitycouncil.html,2010-12,Leeds City Council Bill,3rd reading: House of Commons,28.01.2010,http://www.publications.parliament.uk/pa/cm200910/cmhansrd/cm100128/debtext/100128-0010.htm#10012861000001
http://services.parliament.uk//bills/2010-12/leedscitycouncil.html,2010-12,Leeds City Council Bill,1st reading: House of Lords,28.01.2010,http://www.publications.parliament.uk/pa/ld200910/minutes/100201/ldordpap.htm#minproc
http://services.parliament.uk//bills/2010-12/leedscitycouncil.html,2010-12,Leeds City Council Bill,Bill reintroduced: House of Commons,28.06.2010,http://www.publications.parliament.uk/pa/cm201011/cmvote/100628v01.htm
http://services.parliament.uk//bills/2010-12/leedscitycouncil.html,2010-12,Leeds City Council Bill,Bill reintroduced: House of Lords,28.06.2010,http://www.publications.parliament.uk/pa/ld201011/minutes/100629/ldordpap.htm#minproc
http://services.parliament.uk//bills/2010-12/leedscitycouncil.html,2010-12,Leeds City Council Bill,2nd reading: House of Lords,19.10.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/101019-0001.htm#10101930000473
http://services.parliament.uk//bills/2010-12/leedscitycouncil.html,2010-12,Leeds City Council Bill,Instruction to Committee on the Bill: House of Lords,19.10.2010,http://www.publications.parliament.uk/pa/ld201011/minutes/101020/ldordpap.htm#minproc
http://services.parliament.uk//bills/2010-12/leedscitycouncil.html,2010-12,Leeds City Council Bill,"Corrected Transcript of Day 1 - House of Lords Opposed Bill Committee on the Canterbury CC, Leeds CC, Nottingham CC and Reading BC Bills: House of Lords",02.11.2011,http://www.publications.parliament.uk/pa/privbill/201012/cant/canterbury14402.htm
http://services.parliament.uk//bills/2010-12/leedscitycouncil.html,2010-12,Leeds City Council Bill,"Corrected Transcript of Day 2 - House of Lords Opposed Bill Committee on the Canterbury CC, Leeds CC, Nottingham CC and Reading BC Bills: House of Lords",03.11.2011,http://www.publications.parliament.uk/pa/privbill/201012/cant/canterbury14403.htm
http://services.parliament.uk//bills/2010-12/leedscitycouncil.html,2010-12,Leeds City Council Bill,"Corrected Transcript of Day 3 - House of Lords Opposed Bill Committee on the Canterbury CC, Leeds CC, Nottingham CC and Reading BC Bills: House of Lords",09.11.2011,http://www.publications.parliament.uk/pa/privbill/201012/cant/canterbury14404.htm
http://services.parliament.uk//bills/2010-12/leedscitycouncil.html,2010-12,Leeds City Council Bill,Committee stage: House of Lords,24.11.2011,
http://services.parliament.uk//bills/2010-12/leedscitycouncil.html,2010-12,Leeds City Council Bill,3rd reading: House of Lords,Date to be announced,
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",1st reading: House of Commons,21.06.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110621/debtext/110621-0002.htm#11062139000007
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",2nd reading: House of Commons,29.06.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110629/debtext/110629-0002.htm#11062965000002
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Programme motion: House of Commons,29.06.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110629/debtext/110629-0004.htm#11062976000004
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Money resolution: House of Commons,29.06.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110629/debtext/110629-0004.htm#11062976000006
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Ways and Means resolution: House of Commons,29.06.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110629/debtext/110629-0004.htm#11062976000005
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee Debate - 1st sitting: House of Commons,12.07.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legalaid/110712/am/110712s01.htm
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee Debate - 2nd sitting: House of Commons,12.07.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legalaid/110712/pm/110712s01.htm
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee Debate - 3rd sitting: House of Commons,14.07.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legalaid/110714/am/110714s01.htm
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee Debate - 4th sitting: House of Commons,14.07.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legalaid/110714/pm/110714s01.htm
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee Debate - 5th sitting: House of Commons,19.07.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legalaid/110719/am/110719s01.htm
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee Debate - 6th sitting: House of Commons,19.07.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legalaid/110719/pm/110719s01.htm
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee Debate - 7th sitting: House of Commons,06.09.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legalaid/110906/am/110906s01.htm
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee Debate - 8th sitting: House of Commons,06.09.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legalaid/110906/pm/110906s01.htm
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee Debate - 9th sitting: House of Commons,08.09.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legalaid/110908/am/110908s01.htm
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee Debate - 10th sitting: House of Commons,08.09.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legalaid/110908/pm/110908s01.pdf
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee debate - 11th sitting: House of Commons,13.09.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legalaid/110913/am/110913s01.htm
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee debate - 12th sitting: House of Commons,13.09.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legalaid/110913/pm/110913s01.htm
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee debate - 13th sitting: House of Commons,15.09.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legalaid/110915/am/110915s01.htm
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee debate - 14th sitting: House of Commons,15.09.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legalaid/110915/pm/110915s01.htm
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee debate - 15th sitting: House of Commons,11.10.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legalaid/111011/am/111011s01.htm
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee debate - 16th sitting: House of Commons,11.10.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legalaid/111011/pm/111011s01.htm
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee debate - 17th sitting: House of Commons,13.10.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legalaid/111013/am/111013s01.htm
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee debate - 18th sitting: House of Commons,13.10.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legalaid/111013/pm/111013s01.htm
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Report: 1st sitting: House of Commons,31.10.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm111031/debtext/111031-0002.htm#1110315000002
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Programme (No. 2) motion: House of Commons,31.10.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm111031/debtext/111031-0002.htm#1110315000004
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Instruction: House of Commons,31.10.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm111031/debtext/111031-0001.htm#1110315000003
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Report: 2nd sitting: House of Commons,01.11.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm111101/debtext/111101-0002.htm#11110173000002
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Report: 3rd sitting: House of Commons,02.11.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm111102/debtext/111102-0002.htm#11110289000001
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",3rd reading: House of Commons,02.11.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm111102/debtext/111102-0004.htm#column_1042
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",1st reading: House of Lords,03.11.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/111103-0001.htm#11110357000099
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",2nd reading: House of Lords,21.11.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/111121-0001.htm#1111218000362
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee: 1st sitting: House of Lords,20.12.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/111220-0001.htm#11122051000531
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee: 2nd sitting: House of Lords,10.01.2012,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/120110-0001.htm#12011050000484
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee: 3rd sitting: House of Lords,16.01.2012,http://www.publications.parliament.uk/pa/ld201212/ldhansrd/text/120116-0001.htm#12011620000381
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee: 4th sitting: House of Lords,18.01.2012,http://www.publications.parliament.uk/pa/ld201212/ldhansrd/text/120118-0001.htm#12011844000268
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee: 5th sitting: House of Lords,24.01.2012,http://www.publications.parliament.uk/pa/ld201212/ldhansrd/text/120124-0001.htm#12012460000666
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee: 6th sitting: House of Lords,30.01.2012,http://www.publications.parliament.uk/pa/ld201212/ldhansrd/text/120130-0001.htm#1201309000278
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee: 7th sitting: House of Lords,01.02.2012,http://www.publications.parliament.uk/pa/ld201212/ldhansrd/text/120201-0001.htm#12020163000409
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee: 8th sitting: House of Lords,07.02.2012,http://www.publications.parliament.uk/pa/ld201212/ldhansrd/text/120207-0001.htm#12020769000417
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee: 9th sitting: House of Lords,09.02.2012,http://www.publications.parliament.uk/pa/ld201212/ldhansrd/text/120209-0001.htm#12020945001176
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Committee: 10th sitting: House of Lords,15.02.2012,http://www.publications.parliament.uk/pa/ld201212/ldhansrd/text/120215-0002.htm#12021585000217
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Report: 1st sitting: House of Lords,05.03.2012,http://www.publications.parliament.uk/pa/ld201212/ldhansrd/text/120305-0001.htm#1203057001727
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Report: 2nd sitting: House of Lords,07.03.2012,http://www.publications.parliament.uk/pa/ld201212/ldhansrd/text/120307-0001.htm#12030760000452
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Report: 3rd sitting: House of Lords,12.03.2012,http://www.publications.parliament.uk/pa/ld201212/ldhansrd/text/120312-0002.htm#12031237001119
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Report: 4th sitting: House of Lords,14.03.2012,http://www.publications.parliament.uk/pa/ld201212/ldhansrd/text/120314-0001.htm#12031470001287
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Report: 5th sitting: House of Lords,20.03.2012,http://www.publications.parliament.uk/pa/ld201212/ldhansrd/text/120320-0001.htm#12032057001221
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",3rd reading: House of Lords,27.03.2012,http://www.publications.parliament.uk/pa/ld201212/ldhansrd/text/120327-0001.htm#12032757001721
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Ping Pong: House of Commons,17.04.2012,http://www.publications.parliament.uk/pa/cm201212/cmhansrd/cm120417/debtext/120417-0002.htm#12041733000002
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Programme (No.3) motion: House of Commons,17.04.2012,http://www.publications.parliament.uk/pa/cm201212/cmhansrd/cm120417/debtext/120417-0002.htm#12041733000009
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Ping Pong: House of Lords,23.04.2012,http://www.publications.parliament.uk/pa/ld201212/ldhansrd/text/120423-0001.htm#1204237000943
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Ping Pong: House of Commons,24.04.2012,http://www.publications.parliament.uk/pa/cm201212/cmhansrd/cm120424/debtext/120424-0001.htm#12042451000002
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Ping Pong,25.04.2012,
http://services.parliament.uk//bills/2010-12/legalaidsentencingandpunishmentofoffenders.html,2010-12,"Legal Aid, Sentencing and Punishment of Offenders Act",Royal Assent,01.05.2012,http://www.publications.parliament.uk/pa/ld201212/ldhansrd/text/120501-0001.htm#12050153000331
http://services.parliament.uk//bills/2010-12/legislationterritorialextent.html,2010-12,Legislation (Territorial Extent) Bill,1st reading: House of Commons,30.06.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm100630/debtext/100630-0004.htm#10063036000008
http://services.parliament.uk//bills/2010-12/legislationterritorialextent.html,2010-12,Legislation (Territorial Extent) Bill,2nd reading: House of Commons,11.02.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110211/debtext/110211-0001.htm#11021130000002
http://services.parliament.uk//bills/2010-12/legislationterritorialextent.html,2010-12,Legislation (Territorial Extent) Bill,Committee Debate - 1st sitting: House of Commons,30.03.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legislation/110330/am/110330s01.htm
http://services.parliament.uk//bills/2010-12/legislationterritorialextent.html,2010-12,Legislation (Territorial Extent) Bill,Committee Debate - 2nd sitting: House of Commons,27.04.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/legislation/110427/am/110427s01.htm
http://services.parliament.uk//bills/2010-12/legislationterritorialextent.html,2010-12,Legislation (Territorial Extent) Bill,Report stage: House of Commons,09.09.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110909/debtext/110909-0001.htm#11090986000002
http://services.parliament.uk//bills/2010-12/legislationterritorialextent.html,2010-12,Legislation (Territorial Extent) Bill,3rd reading: House of Commons,09.09.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110909/debtext/110909-0001.htm#column_669
http://services.parliament.uk//bills/2010-12/lipreading.html,2010-12,Lip-Reading Bill,1st reading: House of Commons,10.05.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm110510/debtext/110510-0002.htm#11051066000001
http://services.parliament.uk//bills/2010-12/livemusichl.html,2010-12,Live Music Act,1st reading: House of Lords,07.07.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/100707-0001.htm#10070749000429
http://services.parliament.uk//bills/2010-12/livemusichl.html,2010-12,Live Music Act,2nd reading: House of Lords,04.03.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110304-0001.htm#11030452000496
http://services.parliament.uk//bills/2010-12/livemusichl.html,2010-12,Live Music Act,Committee: 1st sitting: House of Lords,15.07.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/110715-0001.htm#11071554000685
http://services.parliament.uk//bills/2010-12/livemusichl.html,2010-12,Live Music Act,Report stage: House of Lords,10.10.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/111010-0001.htm#11101019001241
http://services.parliament.uk//bills/2010-12/livemusichl.html,2010-12,Live Music Act,3rd reading: House of Lords,18.10.2011,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/111018-0001.htm#11101861000352
http://services.parliament.uk//bills/2010-12/livemusichl.html,2010-12,Live Music Act,1st reading: House of Commons,25.10.2011,http://www.parliament.uk/business/bills-and-legislation/current-bills/bills-before-parliament-no-debate/
http://services.parliament.uk//bills/2010-12/livemusichl.html,2010-12,Live Music Act,2nd reading: House of Commons,25.11.2011,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm111125/debtext/111125-0002.htm#11112522000020
http://services.parliament.uk//bills/2010-12/livemusichl.html,2010-12,Live Music Act,Committee Debate - 1st sitting: House of Commons,14.12.2011,http://www.publications.parliament.uk/pa/cm201011/cmpublic/livemusic/111214/am/111214s01.htm
http://services.parliament.uk//bills/2010-12/livemusichl.html,2010-12,Live Music Act,Report stage: House of Commons,20.01.2012,http://www.publications.parliament.uk/pa/cm201212/cmhansrd/cm120120/debtext/120120-0002.htm#12012017000007
http://services.parliament.uk//bills/2010-12/livemusichl.html,2010-12,Live Music Act,3rd reading: House of Commons,20.01.2012,http://www.publications.parliament.uk/pa/cm201212/cmhansrd/cm120120/debtext/120120-0002.htm#12012017000007
http://services.parliament.uk//bills/2010-12/livemusichl.html,2010-12,Live Music Act,Ping Pong: House of Lords,27.01.2012,http://www.publications.parliament.uk/pa/ld201212/ldhansrd/text/120127-0001.htm#12012730000335
http://services.parliament.uk//bills/2010-12/livemusichl.html,2010-12,Live Music Act,Royal Assent,08.03.2012,http://www.publications.parliament.uk/pa/ld201212/ldhansrd/text/120308-0001.htm#12030888002388
http://services.parliament.uk//bills/2010-12/loanstoireland.html,2010-12,Loans to Ireland Act,1st reading: House of Commons,09.12.2010,http://www.parliament.uk/business/bills-and-legislation/current-bills/bills-before-parliament-no-debate/
http://services.parliament.uk//bills/2010-12/loanstoireland.html,2010-12,Loans to Ireland Act,2nd reading: House of Commons,15.12.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm101215/debtext/101215-0001.htm#10121530000004
http://services.parliament.uk//bills/2010-12/loanstoireland.html,2010-12,Loans to Ireland Act,Committee: 1st sitting: House of Commons,15.12.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm101215/debtext/101215-0003.htm#column_976
http://services.parliament.uk//bills/2010-12/loanstoireland.html,2010-12,Loans to Ireland Act,3rd reading: House of Commons,15.12.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm101215/debtext/101215-0003.htm#column_1000
http://services.parliament.uk//bills/2010-12/loanstoireland.html,2010-12,Loans to Ireland Act,1st reading: House of Lords,15.12.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/101215-0002.htm#10121547000405
http://services.parliament.uk//bills/2010-12/loanstoireland.html,2010-12,Loans to Ireland Act,Money resolution: House of Commons,15.12.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm101215/debtext/101215-0003.htm#10121530000011
http://services.parliament.uk//bills/2010-12/loanstoireland.html,2010-12,Loans to Ireland Act,Allocation of time motion: House of Commons,15.12.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm101215/debtext/101215-0001.htm#10121530000003
http://services.parliament.uk//bills/2010-12/loanstoireland.html,2010-12,Loans to Ireland Act,2nd reading: House of Lords,21.12.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/101221-0002.htm#10122146000170
http://services.parliament.uk//bills/2010-12/loanstoireland.html,2010-12,Loans to Ireland Act,3rd reading: House of Lords,21.12.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/101221-0002.htm#10122146000170
http://services.parliament.uk//bills/2010-12/loanstoireland.html,2010-12,Loans to Ireland Act,Royal Assent,21.12.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/101221-0003.htm#10122168000146
http://services.parliament.uk//bills/2010-12/loanstoireland.html,2010-12,Loans to Ireland Act,Committee negatived: House of Lords,21.12.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/101221-0002.htm#10122146000170
http://services.parliament.uk//bills/2010-12/localgovernmenthl.html,2010-12,Local Government  Act,1st reading: House of Lords,26.05.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/100526-0001.htm#10052618000336
http://services.parliament.uk//bills/2010-12/localgovernmenthl.html,2010-12,Local Government  Act,2nd reading: House of Lords,30.06.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/100630-0002.htm#10063035000545
http://services.parliament.uk//bills/2010-12/localgovernmenthl.html,2010-12,Local Government  Act,Committee: 1st sitting: House of Lords,14.07.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/100714-0001.htm#10071435000070
http://services.parliament.uk//bills/2010-12/localgovernmenthl.html,2010-12,Local Government  Act,Report stage: House of Lords,28.07.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/100728-0001.htm#10072821000850
http://services.parliament.uk//bills/2010-12/localgovernmenthl.html,2010-12,Local Government  Act,3rd reading: House of Lords,05.10.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/101005-0001.htm#10100520000477
http://services.parliament.uk//bills/2010-12/localgovernmenthl.html,2010-12,Local Government  Act,1st reading: House of Commons,11.10.2010,http://www.parliament.uk/business/bills-and-legislation/current-bills/bills-before-parliament-no-debate/
http://services.parliament.uk//bills/2010-12/localgovernmenthl.html,2010-12,Local Government  Act,2nd reading: House of Commons,21.10.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm101021/debtext/101021-0002.htm#10102141000001
http://services.parliament.uk//bills/2010-12/localgovernmenthl.html,2010-12,Local Government  Act,Programme motion: House of Commons,21.10.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm101021/debtext/101021-0003.htm#10102141000009
http://services.parliament.uk//bills/2010-12/localgovernmenthl.html,2010-12,Local Government  Act,Committee Stage Debate - 1st sitting: House of Commons,02.11.2010,http://www.publications.parliament.uk/pa/cm201011/cmpublic/localgov/101102/am/101102s01.htm
http://services.parliament.uk//bills/2010-12/localgovernmenthl.html,2010-12,Local Government  Act,Report stage: House of Commons,25.11.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm101125/debtext/101125-0002.htm#10112521000002
http://services.parliament.uk//bills/2010-12/localgovernmenthl.html,2010-12,Local Government  Act,3rd reading: House of Commons,25.11.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm101125/debtext/101125-0002.htm#10112521000002
http://services.parliament.uk//bills/2010-12/localgovernmenthl.html,2010-12,Local Government  Act,Royal Assent,16.12.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/101216-0001.htm#10121652000722
http://services.parliament.uk//bills/2010-12/localgovernmentamendment.html,2010-12,Local Government (Amendment) Bill,1st reading: House of Commons,31.01.2012,http://www.publications.parliament.uk/pa/cm201212/cmhansrd/cm120131/debtext/120131-0002.htm#column_706
http://services.parliament.uk//bills/2010-12/localgovernmentreviewofdecisionsbillformallyknownasthelocalgovernmentombudsmanamendment.html,2010-12,Local Government (Review of Decisions) Bill formerly known as the Local Government Ombudsman (Amendment)  Bill,1st reading: House of Commons,21.10.2010,http://www.publications.parliament.uk/pa/cm201011/cmhansrd/cm101021/debtext/101021-0001.htm#10102141000011
